IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.218.21,2096,2096,true,SIN,Asia Pacific,Singapore,128,10.63
8.219.194.170,8080,8080,false,SIN,Asia Pacific,Singapore,13,10.63
8.222.137.166,2087,2087,true,SIN,Asia Pacific,Singapore,98,10.62
8.219.249.148,2052,2052,false,SIN,Asia Pacific,Singapore,47,10.62
8.219.197.111,8080,8080,false,SIN,Asia Pacific,Singapore,57,10.62
8.219.145.245,443,443,true,SIN,Asia Pacific,Singapore,162,10.62
8.222.221.109,8080,8080,false,SIN,Asia Pacific,Singapore,4,10.61
8.219.170.232,80,80,false,SIN,Asia Pacific,Singapore,5,10.61
8.222.249.98,8443,8443,true,SIN,Asia Pacific,Singapore,48,10.61
8.219.6.157,2052,2052,false,SIN,Asia Pacific,Singapore,6,10.61
8.222.172.23,2053,2053,true,SIN,Asia Pacific,Singapore,50,10.60
8.219.6.157,443,443,true,SIN,Asia Pacific,Singapore,87,10.60
8.219.197.111,2053,2053,true,SIN,Asia Pacific,Singapore,134,10.60
8.219.40.255,8443,8443,true,SIN,Asia Pacific,Singapore,120,10.60
8.222.193.65,2086,2086,false,SIN,Asia Pacific,Singapore,4,10.59
8.222.187.107,2095,2095,false,SIN,Asia Pacific,Singapore,9,10.59
8.219.196.24,80,80,false,SIN,Asia Pacific,Singapore,5,10.59
47.245.113.117,2096,2096,true,SIN,Asia Pacific,Singapore,123,10.59
8.219.197.111,8880,8880,false,SIN,Asia Pacific,Singapore,22,10.59
47.236.147.146,2095,2095,false,SIN,Asia Pacific,Singapore,4,10.59
8.222.211.16,2083,2083,true,SIN,Asia Pacific,Singapore,63,10.59
8.219.204.120,80,80,false,SIN,Asia Pacific,Singapore,10,10.58
8.222.171.223,2082,2082,false,SIN,Asia Pacific,Singapore,3,10.58
8.219.253.18,2053,2053,true,SIN,Asia Pacific,Singapore,106,10.58
8.222.181.139,443,443,true,SIN,Asia Pacific,Singapore,113,10.58
47.236.169.236,2095,2095,false,SIN,Asia Pacific,Singapore,11,10.58
8.219.198.34,8443,8443,true,SIN,Asia Pacific,Singapore,163,10.58
47.245.82.208,80,80,false,SIN,Asia Pacific,Singapore,4,10.58
8.219.210.226,8080,8080,false,SIN,Asia Pacific,Singapore,34,10.58
8.222.221.109,443,443,true,SIN,Asia Pacific,Singapore,147,10.57
8.222.144.117,2083,2083,true,SIN,Asia Pacific,Singapore,87,10.57
8.222.212.116,80,80,false,SIN,Asia Pacific,Singapore,4,10.57
8.222.168.155,2053,2053,true,SIN,Asia Pacific,Singapore,96,10.57
8.222.152.71,2083,2083,true,SIN,Asia Pacific,Singapore,139,10.57
8.219.253.114,2095,2095,false,SIN,Asia Pacific,Singapore,13,10.56
8.218.207.169,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,10.56
47.236.150.13,8080,8080,false,SIN,Asia Pacific,Singapore,4,10.56
8.219.178.225,80,80,false,SIN,Asia Pacific,Singapore,11,10.56
8.219.102.252,2087,2087,true,SIN,Asia Pacific,Singapore,374,10.56
8.222.212.172,2086,2086,false,SIN,Asia Pacific,Singapore,5,10.56
8.219.60.54,2083,2083,true,SIN,Asia Pacific,Singapore,46,10.55
47.236.123.133,8443,8443,true,SIN,Asia Pacific,Singapore,77,10.55
8.222.174.108,2087,2087,true,SIN,Asia Pacific,Singapore,117,10.55
8.219.213.112,8080,8080,false,SIN,Asia Pacific,Singapore,118,10.55
8.222.219.252,8443,8443,true,SIN,Asia Pacific,Singapore,183,10.55
47.236.125.62,8880,8880,false,NRT,Asia Pacific,Tokyo,80,10.54
47.245.113.75,2087,2087,true,SIN,Asia Pacific,Singapore,150,10.54
8.219.103.65,443,443,true,SIN,Asia Pacific,Singapore,130,10.54
47.236.193.5,8443,8443,true,SIN,Asia Pacific,Singapore,110,10.54
8.219.6.157,2083,2083,true,SIN,Asia Pacific,Singapore,142,10.54
8.219.210.64,8443,8443,true,SIN,Asia Pacific,Singapore,142,10.54
8.217.149.28,2087,2087,true,HKG,Asia Pacific,Hong Kong,37,10.54
8.218.110.180,2053,2053,true,HKG,Asia Pacific,Hong Kong,82,10.53
8.218.158.94,2096,2096,true,HKG,Asia Pacific,Hong Kong,71,10.53
8.218.204.128,80,80,false,HKG,Asia Pacific,Hong Kong,593,10.53
8.219.126.3,2096,2096,true,SIN,Asia Pacific,Singapore,8,10.53
8.219.210.93,8443,8443,true,SIN,Asia Pacific,Singapore,98,10.53
47.245.84.155,80,80,false,SIN,Asia Pacific,Singapore,27,10.53
8.219.142.229,443,443,true,SIN,Asia Pacific,Singapore,208,10.52
47.236.233.166,2053,2053,true,SIN,Asia Pacific,Singapore,83,10.52
47.236.193.208,8880,8880,false,SIN,Asia Pacific,Singapore,10,10.52
8.222.252.123,2086,2086,false,SIN,Asia Pacific,Singapore,5,10.52
8.219.228.186,2087,2087,true,SIN,Asia Pacific,Singapore,128,10.52
47.236.180.51,2096,2096,true,SIN,Asia Pacific,Singapore,54,10.52
8.219.193.22,80,80,false,SIN,Asia Pacific,Singapore,97,10.52
8.219.53.222,2053,2053,true,SIN,Asia Pacific,Singapore,34,10.51
8.219.228.157,2052,2052,false,SIN,Asia Pacific,Singapore,32,10.51
8.222.137.192,8443,8443,true,SIN,Asia Pacific,Singapore,112,10.51
47.237.73.230,2083,2083,true,SIN,Asia Pacific,Singapore,81,10.51
8.218.188.129,2086,2086,false,HKG,Asia Pacific,Hong Kong,259,10.50
47.236.166.76,2053,2053,true,SIN,Asia Pacific,Singapore,186,10.50
8.222.147.203,80,80,false,SIN,Asia Pacific,Singapore,4,10.50
8.210.250.120,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,10.50
8.222.155.242,80,80,false,SIN,Asia Pacific,Singapore,9,10.50
47.236.166.84,2052,2052,false,SIN,Asia Pacific,Singapore,36,10.49
8.219.56.205,2052,2052,false,SIN,Asia Pacific,Singapore,53,10.49
8.210.174.156,2096,2096,true,HKG,Asia Pacific,Hong Kong,156,10.49
47.254.66.75,80,443,true,SJC,North America,San Jose,182,10.49
8.219.3.53,80,80,false,SIN,Asia Pacific,Singapore,4,10.49
8.222.160.176,2096,2096,true,SIN,Asia Pacific,Singapore,84,10.49
8.219.107.199,2087,2087,true,SIN,Asia Pacific,Singapore,202,10.48
8.219.92.89,2095,2095,false,SIN,Asia Pacific,Singapore,12,10.48
47.236.149.107,8880,8880,false,SIN,Asia Pacific,Singapore,33,10.48
8.222.150.163,2086,2086,false,SIN,Asia Pacific,Singapore,30,10.48
8.218.136.25,80,80,false,HKG,Asia Pacific,Hong Kong,51,10.48
8.219.72.50,2095,2095,false,SIN,Asia Pacific,Singapore,12,10.47
47.236.193.208,2052,2052,false,SIN,Asia Pacific,Singapore,11,10.47
8.219.206.180,2087,2087,true,SIN,Asia Pacific,Singapore,146,10.47
8.219.213.84,2082,2082,false,SIN,Asia Pacific,Singapore,12,10.47
47.236.171.205,2095,2095,false,SIN,Asia Pacific,Singapore,29,10.47
47.236.161.155,8080,8080,false,SIN,Asia Pacific,Singapore,19,10.47
8.222.224.162,2052,2052,false,SIN,Asia Pacific,Singapore,6,10.47
8.222.238.141,2087,2087,true,SIN,Asia Pacific,Singapore,148,10.47
8.219.174.142,2095,2095,false,SIN,Asia Pacific,Singapore,13,10.46
8.219.215.214,2082,2082,false,SIN,Asia Pacific,Singapore,71,10.46
8.219.200.145,2053,2053,true,SIN,Asia Pacific,Singapore,189,10.46
8.219.56.205,8880,8880,false,SIN,Asia Pacific,Singapore,6,10.45
8.222.153.11,2052,2052,false,NRT,Asia Pacific,Tokyo,355,10.45
8.219.238.145,2083,2083,true,SIN,Asia Pacific,Singapore,169,10.45
8.222.208.38,2095,2095,false,SIN,Asia Pacific,Singapore,7,10.45
8.219.241.189,8080,8080,false,SIN,Asia Pacific,Singapore,21,10.45
8.222.153.11,2095,2095,false,NRT,Asia Pacific,Tokyo,82,10.45
8.219.107.199,8080,8080,false,SIN,Asia Pacific,Singapore,27,10.45
8.219.148.161,2083,2083,true,SIN,Asia Pacific,Singapore,181,10.44
8.219.184.92,8443,8443,true,SIN,Asia Pacific,Singapore,195,10.44
8.219.197.111,443,443,true,SIN,Asia Pacific,Singapore,187,10.44
47.237.23.162,2095,2095,false,SIN,Asia Pacific,Singapore,21,10.44
8.219.112.75,2083,2083,true,SIN,Asia Pacific,Singapore,144,10.44
8.219.248.47,2053,2053,true,SIN,Asia Pacific,Singapore,189,10.43
8.222.188.56,80,80,false,SIN,Asia Pacific,Singapore,17,10.43
8.219.60.130,2083,2083,true,SIN,Asia Pacific,Singapore,77,10.43
8.218.149.193,2086,2086,false,HKG,Asia Pacific,Hong Kong,396,10.43
8.222.237.131,2053,2053,true,SIN,Asia Pacific,Singapore,56,10.43
8.222.221.86,443,443,true,SIN,Asia Pacific,Singapore,85,10.43
8.219.194.170,2083,2083,true,SIN,Asia Pacific,Singapore,94,10.42
47.236.78.57,2086,2086,false,SIN,Asia Pacific,Singapore,16,10.42
8.222.187.4,2087,2087,true,SIN,Asia Pacific,Singapore,87,10.42
8.219.249.148,2083,2083,true,SIN,Asia Pacific,Singapore,127,10.42
8.219.250.70,2087,2087,true,SIN,Asia Pacific,Singapore,117,10.41
8.219.172.128,2053,2053,true,SIN,Asia Pacific,Singapore,88,10.41
47.242.202.230,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,10.41
8.222.223.34,443,443,true,SIN,Asia Pacific,Singapore,63,10.41
8.219.157.97,2082,2082,false,SIN,Asia Pacific,Singapore,16,10.41
8.219.56.205,80,80,false,SIN,Asia Pacific,Singapore,6,10.41
47.237.14.233,443,443,true,SIN,Asia Pacific,Singapore,94,10.40
8.218.188.129,2087,2087,true,HKG,Asia Pacific,Hong Kong,290,10.40
8.219.250.70,2096,2096,true,SIN,Asia Pacific,Singapore,118,10.40
47.245.105.224,2096,2096,true,SIN,Asia Pacific,Singapore,79,10.40
47.251.74.226,80,80,false,LAX,North America,Los Angeles,176,10.40
8.222.248.188,2082,2082,false,SIN,Asia Pacific,Singapore,3,10.40
8.222.252.123,2082,2082,false,SIN,Asia Pacific,Singapore,5,10.40
8.222.169.182,8880,8880,false,SIN,Asia Pacific,Singapore,16,10.39
8.219.194.170,8880,8880,false,SIN,Asia Pacific,Singapore,18,10.39
47.76.146.1,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,10.39
47.236.169.141,2083,2083,true,SIN,Asia Pacific,Singapore,105,10.39
8.219.70.117,80,80,false,SIN,Asia Pacific,Singapore,13,10.39
47.236.224.66,2053,2053,true,SIN,Asia Pacific,Singapore,207,10.38
8.222.130.156,2086,2086,false,SIN,Asia Pacific,Singapore,10,10.38
8.222.208.38,443,443,true,SIN,Asia Pacific,Singapore,95,10.38
47.237.5.164,2095,2095,false,SIN,Asia Pacific,Singapore,21,10.38
8.219.97.179,2082,2082,false,SIN,Asia Pacific,Singapore,3,10.38
47.236.169.164,2095,2095,false,SIN,Asia Pacific,Singapore,13,10.37
8.222.130.156,8443,8443,true,SIN,Asia Pacific,Singapore,93,10.37
8.219.198.139,2096,2096,true,SIN,Asia Pacific,Singapore,195,10.37
8.219.197.111,8443,8443,true,SIN,Asia Pacific,Singapore,74,10.37
47.236.244.37,2083,2083,true,SIN,Asia Pacific,Singapore,56,10.37
47.236.82.218,2083,2083,true,SIN,Asia Pacific,Singapore,72,10.37
8.222.174.108,2082,2082,false,SIN,Asia Pacific,Singapore,13,10.37
47.245.89.102,2095,2095,false,SIN,Asia Pacific,Singapore,22,10.36
47.236.167.231,8443,8443,true,SIN,Asia Pacific,Singapore,119,10.36
8.222.147.203,2096,2096,true,SIN,Asia Pacific,Singapore,75,10.36
8.219.237.250,2082,2082,false,SIN,Asia Pacific,Singapore,12,10.36
8.219.42.72,2052,2052,false,SIN,Asia Pacific,Singapore,21,10.35
8.222.224.162,2086,2086,false,SIN,Asia Pacific,Singapore,5,10.35
47.236.180.51,2087,2087,true,SIN,Asia Pacific,Singapore,85,10.35
47.236.193.5,2095,2095,false,SIN,Asia Pacific,Singapore,48,10.35
47.236.155.170,2083,2083,true,SIN,Asia Pacific,Singapore,156,10.35
47.236.97.111,2052,2052,false,SIN,Asia Pacific,Singapore,15,10.35
8.219.201.8,443,443,true,SIN,Asia Pacific,Singapore,91,10.35
8.219.186.22,2083,2083,true,SIN,Asia Pacific,Singapore,175,10.34
8.218.122.55,2083,2083,true,HKG,Asia Pacific,Hong Kong,61,10.34
8.219.201.8,2087,2087,true,SIN,Asia Pacific,Singapore,71,10.34
8.219.5.10,2087,2087,true,SIN,Asia Pacific,Singapore,97,10.34
47.236.180.51,80,80,false,SIN,Asia Pacific,Singapore,15,10.34
8.222.141.240,8880,8880,false,SIN,Asia Pacific,Singapore,7,10.34
8.219.3.53,2082,2082,false,SIN,Asia Pacific,Singapore,13,10.33
47.237.5.164,2095,2095,false,SIN,Asia Pacific,Singapore,21,10.33
8.219.134.63,2096,2096,true,SIN,Asia Pacific,Singapore,95,10.33
8.219.240.160,8443,8443,true,SIN,Asia Pacific,Singapore,109,10.33
8.222.149.233,2087,2087,true,SIN,Asia Pacific,Singapore,93,10.32
8.222.214.13,8880,8880,false,SIN,Asia Pacific,Singapore,10,10.32
47.236.166.131,2082,2082,false,SIN,Asia Pacific,Singapore,10,10.32
8.219.253.114,8080,8080,false,SIN,Asia Pacific,Singapore,14,10.32
8.219.238.145,2086,2086,false,SIN,Asia Pacific,Singapore,51,10.32
8.219.253.18,2095,2095,false,SIN,Asia Pacific,Singapore,88,10.32
8.219.60.68,2096,2096,true,SIN,Asia Pacific,Singapore,96,10.32
47.236.227.21,2083,2083,true,SIN,Asia Pacific,Singapore,81,10.32
8.222.130.137,8443,8443,true,SIN,Asia Pacific,Singapore,77,10.32
8.222.187.4,2086,2086,false,SIN,Asia Pacific,Singapore,4,10.32
8.222.212.116,2086,2086,false,SIN,Asia Pacific,Singapore,5,10.31
8.219.250.239,2086,2086,false,SIN,Asia Pacific,Singapore,66,10.31
47.236.173.200,8880,8880,false,SIN,Asia Pacific,Singapore,14,10.31
47.236.175.189,2083,2083,true,SIN,Asia Pacific,Singapore,163,10.31
8.219.84.214,8443,8443,true,SIN,Asia Pacific,Singapore,144,10.31
47.236.206.153,2087,2087,true,SIN,Asia Pacific,Singapore,105,10.31
47.245.115.6,2096,2096,true,SIN,Asia Pacific,Singapore,101,10.31
8.222.147.203,2052,2052,false,SIN,Asia Pacific,Singapore,11,10.31
8.219.178.101,80,80,false,SIN,Asia Pacific,Singapore,36,10.31
47.245.84.124,2082,2082,false,SIN,Asia Pacific,Singapore,20,10.31
8.222.221.109,80,80,false,SIN,Asia Pacific,Singapore,4,10.30
8.222.140.87,2096,2096,true,SIN,Asia Pacific,Singapore,129,10.30
8.219.6.157,2082,2082,false,SIN,Asia Pacific,Singapore,9,10.30
47.236.181.155,2083,2083,true,SIN,Asia Pacific,Singapore,175,10.30
8.222.209.223,2087,2087,true,SIN,Asia Pacific,Singapore,68,10.29
8.219.5.10,2095,2095,false,SIN,Asia Pacific,Singapore,5,10.29
47.236.201.98,2053,2053,true,SIN,Asia Pacific,Singapore,45,10.29
8.219.51.211,80,80,false,SIN,Asia Pacific,Singapore,51,10.29
47.245.89.102,2083,2083,true,SIN,Asia Pacific,Singapore,114,10.29
8.219.107.135,2082,2082,false,SIN,Asia Pacific,Singapore,12,10.29
47.236.165.25,2053,2053,true,SIN,Asia Pacific,Singapore,57,10.29
47.245.126.151,2053,2053,true,SIN,Asia Pacific,Singapore,93,10.28
8.219.245.232,8443,8443,true,SIN,Asia Pacific,Singapore,128,10.28
47.236.116.208,2052,2052,false,SIN,Asia Pacific,Singapore,10,10.28
47.236.145.85,2095,2095,false,SIN,Asia Pacific,Singapore,5,10.28
8.222.219.34,2083,2083,true,SIN,Asia Pacific,Singapore,95,10.28
8.222.169.182,2096,2096,true,SIN,Asia Pacific,Singapore,16,10.28
8.222.136.196,2083,2083,true,SIN,Asia Pacific,Singapore,157,10.28
47.236.175.189,2052,2052,false,SIN,Asia Pacific,Singapore,7,10.27
8.219.50.180,443,443,true,SIN,Asia Pacific,Singapore,136,10.27
8.219.163.195,2087,2087,true,SIN,Asia Pacific,Singapore,159,10.27
47.236.253.41,2053,2053,true,SIN,Asia Pacific,Singapore,110,10.27
8.222.224.163,2087,2087,true,SIN,Asia Pacific,Singapore,112,10.26
47.243.70.197,2087,2087,true,HKG,Asia Pacific,Hong Kong,74,10.26
47.236.165.25,2087,2087,true,SIN,Asia Pacific,Singapore,19,10.26
47.236.189.173,8443,8443,true,SIN,Asia Pacific,Singapore,173,10.25
8.219.90.87,2096,2096,true,SIN,Asia Pacific,Singapore,126,10.25
47.245.111.171,2087,2087,true,SIN,Asia Pacific,Singapore,91,10.25
8.219.122.96,2087,2087,true,SIN,Asia Pacific,Singapore,81,10.25
8.219.145.245,2096,2096,true,SIN,Asia Pacific,Singapore,178,10.24
47.236.166.84,80,80,false,SIN,Asia Pacific,Singapore,5,10.24
8.219.245.232,2095,2095,false,SIN,Asia Pacific,Singapore,98,10.24
8.222.150.163,8880,8880,false,SIN,Asia Pacific,Singapore,13,10.24
8.219.230.254,8880,8880,false,SIN,Asia Pacific,Singapore,29,10.24
8.219.12.152,8080,8080,false,SIN,Asia Pacific,Singapore,10,10.24
8.222.136.196,8880,8880,false,SIN,Asia Pacific,Singapore,16,10.24
8.219.228.193,8443,8443,true,SIN,Asia Pacific,Singapore,109,10.24
47.236.201.98,2083,2083,true,SIN,Asia Pacific,Singapore,135,10.23
8.219.201.174,2087,2087,true,SIN,Asia Pacific,Singapore,189,10.23
8.219.113.232,80,80,false,SIN,Asia Pacific,Singapore,7,10.23
8.222.248.188,80,80,false,SIN,Asia Pacific,Singapore,3,10.23
8.219.123.244,2086,2086,false,SIN,Asia Pacific,Singapore,26,10.23
8.219.195.47,2087,2087,true,SIN,Asia Pacific,Singapore,96,10.22
8.218.136.25,8443,8443,true,HKG,Asia Pacific,Hong Kong,67,10.22
8.219.65.191,8443,8443,true,SIN,Asia Pacific,Singapore,101,10.22
8.219.228.30,8443,8443,true,SIN,Asia Pacific,Singapore,110,10.22
8.219.154.107,2083,2083,true,SIN,Asia Pacific,Singapore,104,10.22
47.236.121.7,2096,2096,true,SIN,Asia Pacific,Singapore,136,10.22
8.219.251.81,2083,2083,true,SIN,Asia Pacific,Singapore,121,10.22
8.219.253.114,2082,2082,false,SIN,Asia Pacific,Singapore,50,10.22
8.222.145.164,2083,2083,true,SIN,Asia Pacific,Singapore,101,10.22
8.222.236.229,8080,8080,false,SIN,Asia Pacific,Singapore,5,10.22
8.219.213.133,8443,8443,true,SIN,Asia Pacific,Singapore,33,10.22
8.218.188.129,2053,2053,true,HKG,Asia Pacific,Hong Kong,546,10.21
8.219.190.62,443,443,true,SIN,Asia Pacific,Singapore,210,10.21
8.219.111.147,80,80,false,SIN,Asia Pacific,Singapore,8,10.21
8.219.4.122,8880,8880,false,SIN,Asia Pacific,Singapore,29,10.21
8.219.228.186,2052,2052,false,SIN,Asia Pacific,Singapore,63,10.21
8.222.210.182,2087,2087,true,SIN,Asia Pacific,Singapore,53,10.21
47.236.145.85,8880,8880,false,SIN,Asia Pacific,Singapore,17,10.21
8.222.131.102,2096,2096,true,SIN,Asia Pacific,Singapore,104,10.21
8.219.242.131,2083,2083,true,SIN,Asia Pacific,Singapore,99,10.20
8.219.236.8,2096,2096,true,SIN,Asia Pacific,Singapore,114,10.20
47.236.104.11,2087,2087,true,SIN,Asia Pacific,Singapore,94,10.20
8.219.193.202,8880,8880,false,SIN,Asia Pacific,Singapore,15,10.20
8.219.209.14,2087,2087,true,SIN,Asia Pacific,Singapore,138,10.20
47.236.149.107,2086,2086,false,SIN,Asia Pacific,Singapore,30,10.20
8.219.245.187,2053,2053,true,SIN,Asia Pacific,Singapore,156,10.20
8.219.220.122,2095,2095,false,SIN,Asia Pacific,Singapore,27,10.20
8.222.136.247,2086,2086,false,SIN,Asia Pacific,Singapore,31,10.19
8.222.144.50,2053,2053,true,SIN,Asia Pacific,Singapore,45,10.19
8.219.84.102,2082,2082,false,SIN,Asia Pacific,Singapore,12,10.19
47.236.116.26,2096,2096,true,SIN,Asia Pacific,Singapore,112,10.19
8.219.174.213,2096,2096,true,SIN,Asia Pacific,Singapore,340,10.19
8.219.178.225,2096,2096,true,SIN,Asia Pacific,Singapore,113,10.19
8.219.40.37,8080,8080,false,SIN,Asia Pacific,Singapore,6,10.18
47.236.148.174,8880,8880,false,SIN,Asia Pacific,Singapore,6,10.18
8.217.145.40,2053,2053,true,HKG,Asia Pacific,Hong Kong,63,10.18
8.219.13.143,80,80,false,SIN,Asia Pacific,Singapore,16,10.18
8.218.122.55,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,10.18
8.222.252.123,80,80,false,SIN,Asia Pacific,Singapore,22,10.18
47.236.78.57,8080,8080,false,SIN,Asia Pacific,Singapore,23,10.18
8.219.222.98,2086,2086,false,SIN,Asia Pacific,Singapore,19,10.18
8.222.214.231,2053,2053,true,SIN,Asia Pacific,Singapore,84,10.17
8.219.178.9,8880,8880,false,SIN,Asia Pacific,Singapore,65,10.17
8.219.240.160,2095,2095,false,SIN,Asia Pacific,Singapore,22,10.17
8.219.186.189,2096,2096,true,SIN,Asia Pacific,Singapore,172,10.17
8.219.194.170,2083,2083,true,SIN,Asia Pacific,Singapore,102,10.17
8.219.232.219,2082,2082,false,SIN,Asia Pacific,Singapore,45,10.16
8.222.168.24,2082,2082,false,SIN,Asia Pacific,Singapore,6,10.16
47.88.101.9,80,443,true,SJC,North America,San Jose,181,10.15
47.236.181.155,2053,2053,true,SIN,Asia Pacific,Singapore,148,10.15
8.222.138.164,8443,8443,true,SIN,Asia Pacific,Singapore,139,10.15
47.245.105.224,2095,2095,false,SIN,Asia Pacific,Singapore,8,10.15
47.236.224.66,2096,2096,true,SIN,Asia Pacific,Singapore,91,10.15
8.219.51.49,8880,8880,false,SIN,Asia Pacific,Singapore,14,10.15
8.219.13.143,2082,2082,false,SIN,Asia Pacific,Singapore,10,10.15
47.236.103.153,8880,8880,false,SIN,Asia Pacific,Singapore,17,10.14
8.219.235.164,2082,2082,false,SIN,Asia Pacific,Singapore,16,10.14
8.218.142.253,2087,2087,true,HKG,Asia Pacific,Hong Kong,89,10.14
47.245.110.13,8443,8443,true,SIN,Asia Pacific,Singapore,71,10.14
8.222.221.109,2083,2083,true,SIN,Asia Pacific,Singapore,133,10.13
47.245.108.213,2096,2096,true,SIN,Asia Pacific,Singapore,132,10.13
8.219.55.31,2086,2086,false,NRT,Asia Pacific,Tokyo,120,10.13
47.88.101.9,443,443,true,SJC,North America,San Jose,174,10.13
8.219.199.220,8880,8880,false,SIN,Asia Pacific,Singapore,28,10.13
47.243.86.79,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,10.13
47.236.109.115,2052,2052,false,SIN,Asia Pacific,Singapore,18,10.13
8.219.210.226,8443,8443,true,SIN,Asia Pacific,Singapore,121,10.12
8.219.140.229,2053,2053,true,SIN,Asia Pacific,Singapore,33,10.12
8.222.184.198,8443,8443,true,SIN,Asia Pacific,Singapore,104,10.12
8.219.188.162,443,443,true,SIN,Asia Pacific,Singapore,216,10.12
8.222.171.223,2083,2083,true,SIN,Asia Pacific,Singapore,76,10.12
8.222.224.162,2053,2053,true,SIN,Asia Pacific,Singapore,123,10.12
47.236.176.144,2053,2053,true,SIN,Asia Pacific,Singapore,71,10.12
47.236.194.67,2087,2087,true,SIN,Asia Pacific,Singapore,276,10.12
47.236.179.182,2053,2053,true,SIN,Asia Pacific,Singapore,17,10.12
8.222.197.251,2053,2053,true,SIN,Asia Pacific,Singapore,47,10.12
8.222.155.242,2083,2083,true,SIN,Asia Pacific,Singapore,91,10.11
8.219.6.157,8880,8880,false,SIN,Asia Pacific,Singapore,13,10.11
8.219.213.133,2053,2053,true,SIN,Asia Pacific,Singapore,150,10.11
8.218.146.204,2053,2053,true,HKG,Asia Pacific,Hong Kong,64,10.11
47.236.150.109,8443,8443,true,SIN,Asia Pacific,Singapore,138,10.11
8.219.210.64,2095,2095,false,SIN,Asia Pacific,Singapore,21,10.11
8.219.215.12,2053,2053,true,SIN,Asia Pacific,Singapore,47,10.10
8.222.221.197,2052,2052,false,SIN,Asia Pacific,Singapore,3,10.10
8.222.187.107,2096,2096,true,SIN,Asia Pacific,Singapore,93,10.10
8.219.115.215,2082,2082,false,SIN,Asia Pacific,Singapore,25,10.10
47.236.169.141,2087,2087,true,SIN,Asia Pacific,Singapore,128,10.10
8.222.146.222,2053,2053,true,SIN,Asia Pacific,Singapore,135,10.10
8.222.224.17,2083,2083,true,SIN,Asia Pacific,Singapore,144,10.10
47.236.193.208,2083,2083,true,SIN,Asia Pacific,Singapore,137,10.10
47.236.184.14,2087,2087,true,SIN,Asia Pacific,Singapore,140,10.09
8.222.208.83,8080,8080,false,SIN,Asia Pacific,Singapore,6,10.09
8.219.106.156,2052,2052,false,SIN,Asia Pacific,Singapore,16,10.09
47.245.113.117,2087,2087,true,SIN,Asia Pacific,Singapore,121,10.09
47.236.175.189,2053,2053,true,SIN,Asia Pacific,Singapore,268,10.09
8.219.193.202,2087,2087,true,SIN,Asia Pacific,Singapore,218,10.09
8.219.198.139,2053,2053,true,SIN,Asia Pacific,Singapore,328,10.08
8.222.180.242,2052,2052,false,SIN,Asia Pacific,Singapore,8,10.08
8.222.240.47,2083,2083,true,SIN,Asia Pacific,Singapore,73,10.07
8.219.178.9,2096,2096,true,SIN,Asia Pacific,Singapore,162,10.07
8.219.103.65,8080,8080,false,SIN,Asia Pacific,Singapore,11,10.07
47.245.93.74,2053,2053,true,SIN,Asia Pacific,Singapore,75,10.07
47.237.23.162,8443,8443,true,SIN,Asia Pacific,Singapore,91,10.07
8.219.194.170,2096,2096,true,SIN,Asia Pacific,Singapore,183,10.07
8.222.130.219,2095,2095,false,SIN,Asia Pacific,Singapore,12,10.06
8.222.208.38,8080,8080,false,SIN,Asia Pacific,Singapore,6,10.06
47.236.121.7,2095,2095,false,SIN,Asia Pacific,Singapore,6,10.06
8.219.253.185,2087,2087,true,SIN,Asia Pacific,Singapore,176,10.06
47.236.79.87,8443,8443,true,SIN,Asia Pacific,Singapore,91,10.06
8.219.247.53,2096,2096,true,SIN,Asia Pacific,Singapore,58,10.06
47.245.107.174,443,443,true,SIN,Asia Pacific,Singapore,96,10.06
47.76.146.1,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,10.06
8.219.253.185,2096,2096,true,SIN,Asia Pacific,Singapore,74,10.05
47.236.206.153,2087,2087,true,SIN,Asia Pacific,Singapore,201,10.05
8.219.201.8,443,443,true,SIN,Asia Pacific,Singapore,440,10.05
8.219.172.128,2096,2096,true,SIN,Asia Pacific,Singapore,84,10.05
8.219.110.88,2082,2082,false,SIN,Asia Pacific,Singapore,5,10.04
47.236.150.109,2087,2087,true,SIN,Asia Pacific,Singapore,115,10.04
8.219.94.44,8443,8443,true,SIN,Asia Pacific,Singapore,153,10.04
47.245.113.117,8443,8443,true,SIN,Asia Pacific,Singapore,71,10.04
8.218.3.12,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,10.04
8.222.223.34,8443,8443,true,SIN,Asia Pacific,Singapore,125,10.04
8.222.159.252,2086,2086,false,SIN,Asia Pacific,Singapore,11,10.04
8.219.13.143,2053,2053,true,SIN,Asia Pacific,Singapore,93,10.04
47.236.147.146,2086,2086,false,SIN,Asia Pacific,Singapore,10,10.04
8.222.221.109,80,80,false,SIN,Asia Pacific,Singapore,24,10.03
8.222.128.131,2087,2087,true,SIN,Asia Pacific,Singapore,86,10.03
8.219.196.117,2082,2082,false,SIN,Asia Pacific,Singapore,36,10.03
